	104.CEL	105.CEL	109.CEL	115.CEL	121.CEL	123.CEL	127.CEL	82.CEL	94.CEL	95.CEL	96.CEL	97.CEL	C13.CEL	C8.CEL	C9.CEL
SPC24	4.716257104	4.087071122	4.197962024	4.453500079	4.425329887	4.242201926	4.431202873	4.414772012	4.207260448	4.185331953	4.033138548	4.738610692	4.442076966	4.71523686	4.686077163
LTK	3.464381022	3.453381991	3.558130863	3.254610035	3.500182946	3.4000156	3.768253573	3.493096216	3.727456143	3.451022593	3.218778566	3.753709346	3.837872362	3.742492864	4.095318107
ZPR1	3.960599448	3.892713666	3.761543446	3.861095445	3.756894116	3.753444987	3.986803663	3.892713666	4.661078027	3.64419032	4.230252513	3.96786429	4.028245514	3.813753561	3.942313549
ZNF259P1	1.767018962	1.477820487	1.696762142	1.898722499	1.980839839	1.577806717	1.836125324	1.587811917	1.462552353	1.439746184	1.475695794	1.646189965	1.458894354	1.830951544	1.723621914
MUC5AC	4.864159695	3.577976814	4.75658154	4.855525534	5.069252908	5.535623822	4.755192653	4.142000995	4.371092861	4.692776274	3.994894917	4.727851339	4.897750346	5.532815792	5.172924698
ERG28	3.363325368	3.643231181	3.585284518	3.433486539	3.180790025	3.582574746	3.391419972	2.959261426	4.014102561	3.504590277	3.488264959	3.522316382	3.522463789	3.77558544	3.504590277
SMG7	3.046362998	3.046362998	3.046362998	3.020077387	3.040383631	3.207497027	3.30061599	3.375157188	2.798971816	3.051239865	2.444359239	3.102616572	3.046362998	2.924284324	3.365032118
ESR1	2.590224462	2.426763093	2.618193804	2.808494725	2.861075654	2.724426774	2.788757365	2.37538088	2.310866949	2.839669489	2.618193804	3.008239839	2.270956144	2.938706158	2.682038733
COX6CP1	2.992037445	2.625498457	2.992037445	3.020077387	2.871243119	2.90047928	3.050869546	2.581828542	2.860996328	2.76840121	2.913848729	3.375760354	3.17675089	3.201547751	3.351319216
PRDM1	4.377259735	4.24870279	4.273536123	4.583608699	4.396725086	4.790309838	4.465337863	4.457381548	5.122033217	4.583193304	4.583608699	4.901413766	4.572486276	4.878748001	4.828278476
GCNT1P1	3.840483449	3.589913083	3.568626685	3.560813919	3.494700099	3.740565673	3.792497959	3.251287196	3.310506416	3.613145117	3.602048303	4.303919124	3.401218298	3.541244437	4.032444596
CAMSAP2	1.552569359	1.390914325	1.603398615	1.527303333	1.704603807	1.613815657	1.61736961	1.35043053	1.254441516	1.451172343	1.501650794	1.567431524	1.531806737	1.545907164	1.521601179
N4BP2L1	3.383610419	3.352177588	3.467304263	3.431900073	3.325357349	3.813631705	3.557923716	2.957034774	3.500809297	3.697382699	3.59440088	3.977052671	3.726779757	3.6216683	3.815120702
STAT2	5.298742757	4.818159756	5.185700026	5.134749207	5.277696987	5.106545096	5.294769709	5.051687239	4.591417856	4.838401174	4.611706681	5.380877379	5.308486006	5.180801687	5.455278897
CYB561	3.666166314	3.403053186	3.711319066	3.660051667	3.65085617	3.9582731	3.715570172	3.579036781	3.804724	3.718539607	3.884970779	3.735124845	3.820274936	3.807789857	4.071336914
GLUL	8.054714386	7.174680552	7.255173043	7.050199784	7.28197033	7.287309877	8.243834717	8.073982124	6.952346923	7.250059339	7.037770741	8.510177416	8.671713725	7.858976862	8.086344552
GLULP4	2.276520296	2.135567183	1.900069311	2.122069639	2.382240648	2.526034777	2.368285653	2.132653485	1.61505227	2.278401446	1.767498707	2.442049643	2.232721051	2.234153688	2.326281836
RGS17	1.191433386	1.228510537	1.398108476	1.193848276	1.483598291	1.480942924	1.388480489	1.227974839	1.247824827	1.217782	1.323492601	1.310985161	1.323492601	1.645419385	1.355026143
AL590762.1	2.970542406	2.798863116	3.161970803	2.922515104	3.139045411	2.922515104	3.145387043	2.697017092	2.675987009	3.06806557	2.686006594	3.25981213	3.020730601	3.085980291	3.239623417
CYCSP19	1.708513532	1.477820487	1.914085419	1.964591085	1.881123145	1.657500839	1.646019556	1.531788337	1.4536309	1.393198997	1.518909662	1.696729102	1.536632585	1.621712043	1.666230302
BTNL3	3.802972393	3.596072806	3.93607551	3.892713666	4.170595014	3.796195317	4.268924368	3.404313818	3.525542655	3.69863771	3.430005925	4.024996434	3.639997643	3.923316335	4.131866963
DLG1	2.269965537	2.276996326	2.317307237	1.992253542	2.174108693	1.903782585	2.168949636	1.643797921	2.335986706	2.174108693	2.636603189	1.955458245	2.270086519	2.355930055	2.036021003
DYNLL1P3	2.267471336	2.241308764	2.575075974	2.518762405	2.43597434	2.366164085	2.366164085	1.964551674	2.310866949	2.478537828	2.659063484	2.395075794	1.955655762	2.366164085	2.366164085
ACTBP9	5.421295759	5.291949514	5.490745761	5.421295759	5.547687781	5.421295759	5.643970896	5.421295759	5.421295759	5.022316419	5.313962245	5.732227636	5.36038359	5.067209528	5.506555575
IL9R	2.70640601	2.588670597	2.588670597	2.594582123	2.717345587	2.588670597	2.689248225	2.207448788	2.526403121	2.517928523	2.536394084	2.698662028	2.229194346	2.93492891	2.606942659
MLH3	4.398021611	3.942193664	4.488110162	4.295014377	4.38644062	4.246271717	4.479682248	3.943167235	3.642524802	4.330977249	4.101726696	4.782327687	4.439809386	4.75317181	4.414717896
AC174065.1	5.165885141	4.680459054	5.155237423	5.270388694	5.206324228	5.517361806	5.068106596	4.903815103	4.9120498	4.817557109	4.800750794	5.198349396	4.943708896	5.30218811	5.099345
RBM10	4.39068043	5.160646726	4.845065462	4.483369167	4.608987015	4.197975078	4.860158386	5.345370162	4.928282174	5.148231324	5.544840162	3.865832707	4.200505534	3.688914534	4.153143841
BCRP6	4.396595509	4.898498498	4.403043899	4.386064026	4.576079419	4.066115208	4.386064026	4.374592313	4.286433113	4.282266888	4.475444744	4.320401577	4.386064026	4.499747149	4.686365237
OR1E3	5.20420079	4.557756475	5.124032953	5.058335238	5.284444557	5.124032953	5.080303709	4.769912294	4.589953366	4.814849542	4.707851814	5.406809907	5.128027914	5.602941634	5.436052738
NOMO1	5.339592243	5.826385778	5.775896908	5.412293674	5.196503952	5.398497793	5.355847436	5.547128951	6.856097406	5.783343172	6.168074557	5.208999845	5.788495904	4.946478885	5.166279588
SFXN3	4.095073815	3.971897787	4.301640955	4.247971962	4.095073815	4.226725201	4.427332963	4.095073815	3.391685515	4.128725224	4.478326506	4.095073815	3.885627387	4.022044827	4.388624509
ASB4	2.371364059	2.085766525	2.625299791	2.380591995	2.335592448	2.688831518	2.234153688	1.860075633	2.022520765	2.248203704	2.184213554	2.197099931	2.355993254	2.645416437	2.564802817
MAST1	4.410260473	4.050417937	4.074305424	4.241608867	4.351282033	4.163289333	4.628441819	4.157393795	4.042825576	3.944402291	4.023877196	4.560805116	4.248737305	4.309840373	4.494336915
HBB	13.51618341	13.17437794	13.34504653	13.59557942	13.4999698	13.45174747	13.48306433	13.01095564	13.37724381	13.14102581	13.179423	13.50429002	13.45912756	13.5220002	13.41367448
Z97206.1	1.953764317	1.826667347	2.086444959	2.08925236	2.662796101	2.017211787	2.172349934	1.912809594	1.775337463	1.873949486	1.911661362	2.430178812	2.058145884	2.459188478	2.35034718
EZR	3.67299835	4.767544626	3.825494361	3.735124845	3.340701616	3.243511369	3.468402188	3.513008724	4.154472818	3.402978349	4.5589789	3.420388869	3.980665334	3.060918376	3.407712186
ALDOB	1.734946955	1.57200625	1.641427038	1.903800392	1.921204632	1.825063506	1.666072912	1.807333663	1.497481755	1.734946955	1.571396488	1.767734215	1.734946955	1.880433764	1.903557381
IGHV3-47	2.867966485	2.894388717	3.011232794	3.442103875	3.482748645	2.879155982	3.182465937	2.735488899	3.626234826	3.954413094	3.079484084	3.125112596	3.079484084	3.079484084	3.044021651
SIRPB1	3.033554937	3.178810265	3.047761245	3.298962212	3.455214976	3.539762143	3.049344325	3.314051376	2.929071427	3.214208518	3.072260736	3.298962212	3.252284081	3.635477264	3.498519556
ZNF154	2.273129044	1.916957391	2.060815563	2.111518755	2.476453412	2.415722883	2.334632515	2.192758651	2.092986065	1.996008181	2.230523627	2.299813518	1.977401976	2.435042255	2.376134905
DNAJA1P4	1.827228375	1.687006335	2.107359768	1.883089438	1.883089438	2.136939452	1.883089438	1.548340117	1.530362905	1.710625704	1.835981145	2.105083213	1.811006887	2.726443596	2.038476005
DIAPH2	2.424207282	2.271517058	2.739117492	2.815559623	3.042965394	2.456924889	2.534079258	2.331164824	2.340192619	2.257241195	2.144091091	2.86193422	2.476314502	2.730248506	2.462503778
Z98751.2	1.678651599	1.418116024	1.489955707	1.590727953	1.548122343	1.590727953	1.598240237	1.446992296	1.705039686	1.590727953	1.579761156	1.793555949	1.474798031	1.690686825	1.608601013
SLC7A8	2.910999807	2.684958691	2.91972604	2.915779119	2.775180257	2.979784162	3.159147696	2.913932295	2.695122335	3.031109393	2.708788999	3.084136343	3.234329438	3.393114973	2.983570969
COX7A2P2	6.351003467	6.199007308	5.977173036	6.563953327	6.145986642	6.231849242	6.038826481	6.327066974	7.267197642	6.838928558	6.44220318	6.272717317	6.354360498	6.327066974	6.26731484
CHD5	2.146210111	1.647672901	2.001949227	1.967794969	1.938950502	1.873486306	2.129450841	1.670264385	1.755888009	1.702820264	1.71461145	1.878844889	1.883089438	2.302280292	1.883089438
EPO	4.086228024	3.717802607	3.912623409	3.901928784	4.435750326	4.008496559	4.431202873	3.731561467	3.569142118	3.567090167	3.860846169	4.342539072	4.008496559	4.208019304	4.15727093
AC234778.1	6.640558478	5.207568253	5.775941947	6.49596654	5.652682258	5.881950447	5.947233584	5.697662864	7.253954702	6.112748875	6.389229713	6.021813559	6.672752239	6.688350119	5.875854252
VPS37A	2.10185779	1.975357676	1.945272318	1.830146083	1.889843585	2.484002009	1.868807081	1.968032301	1.709125705	2.042972065	2.143067395	2.263564302	2.178551258	2.475012985	2.476314502
TTTY2	4.632995877	3.621313792	4.251916607	4.424705711	4.280601221	4.038320729	4.096403133	3.775907289	3.846666528	3.807037362	4.073534057	4.608876022	4.11480704	4.63995416	4.539039994
CELSR1	2.124793887	1.880513568	1.716037107	1.83873183	1.773970844	1.744802826	1.987735969	1.762282538	1.972570136	1.647653859	2.110720804	2.462691501	1.960951348	1.804523057	2.135789208
RUNX1	3.344584231	3.221743129	3.460216859	3.686999402	3.58691715	3.728551455	3.348712106	3.066267465	2.944457611	3.208200077	3.200437895	3.301327076	3.210105353	3.62860552	3.636583134
SCNN1A	5.48280985	4.985060507	5.868360853	5.823666331	5.950878184	5.922838242	5.7348112	4.874754809	5.114905465	5.084478079	5.347148622	5.731374565	5.107013788	5.62757187	5.537607456
AL020989.1	2.60572396	2.179558817	2.135567183	2.250885415	2.25317886	2.118056189	2.591664421	1.975880964	2.321709337	1.981627227	2.067937532	3.164845784	2.293486946	2.438065294	2.694051894
Z97353.1	4.709818733	4.63995416	4.539276103	4.493348038	3.995924866	4.203448274	4.080732963	4.378323487	5.390746171	4.552982914	4.868542737	4.450622562	4.959667257	5.27127982	5.045832167
TMPRSS15	5.253153111	4.553555347	5.001450397	5.390066004	5.093397421	5.320753491	5.185721278	4.959164141	4.598388621	5.115352189	4.541874144	5.531863961	5.123826786	5.609526098	5.571128206
MIR6719	3.436910867	3.275457054	3.292044208	3.137354298	3.137365269	3.380678858	3.600651189	3.064792228	3.098402005	3.192651433	3.137534898	4.078344835	3.348987221	3.397864056	3.96711271
AC008267.1	2.329538836	2.035022217	2.224641988	2.003504938	2.496322652	2.370494809	2.724761579	2.119262624	2.136312754	1.937745693	1.841723887	2.823241171	2.065958463	2.445311985	2.308474555
SERPINB13	2.138828909	2.151433259	2.72838983	2.587960871	3.099579311	3.515566698	2.503002905	1.857043728	2.032400378	2.719304487	2.164117574	2.732455166	2.243494042	3.397864056	2.461504878
PRAMEF33	3.935345253	3.27849092	3.832406039	3.79172212	3.476286428	4.480356873	3.915006663	3.706905995	3.5781929	3.77235946	3.752095722	3.933349181	3.523395901	3.843168503	4.262977222
SERHL2	2.562315388	2.600015158	2.675685255	2.599241444	2.662796101	3.104097379	2.538192148	2.382908182	2.618193804	2.670212101	2.618193804	2.719926981	2.448213754	2.829670549	2.895115975
IGLVIVOR22-1	2.122069639	1.987735969	2.148692921	2.068520707	2.214071078	2.122069639	1.911829854	1.981658694	2.1764759	2.193606605	2.122069639	2.624773833	1.987009342	2.080584061	2.149514329
MMP14	5.250224058	4.759928944	5.108004798	5.347152655	5.49045682	5.093159254	5.18787055	4.794821142	5.086113065	4.87114227	4.854135971	5.49825597	5.223866734	5.957201847	5.225632941
GABRA5	2.950351773	2.518282721	3.24153866	3.114115306	2.960125525	3.453249468	2.971402294	2.467557949	2.491840554	2.873367805	2.862683049	3.487150889	2.971402294	3.169346267	3.31779212
IGHV3-7	4.951424856	6.643703868	4.927019932	5.647687585	5.349157426	4.408741153	4.150155879	4.249714303	8.66333806	5.666197586	5.56382492	5.035070622	5.332890883	4.387460228	4.671575096
MAN1A2	1.766456287	1.456570193	1.907251275	1.608075115	1.82924849	1.889740281	1.70999523	1.564187023	1.392555934	1.701426061	1.675151524	1.646189965	1.58962837	1.646189965	1.479561055
SERHL2	3.265375052	2.73229651	3.392875633	3.287282522	3.169359257	3.617736712	3.032840127	2.85571578	2.910880648	3.415841008	3.223345826	3.502318846	3.1826418	3.69639961	3.243733766
ESS2	4.573386374	4.43226983	4.407466292	4.407466292	4.312373893	3.984838227	4.563344463	4.407466292	4.187383729	4.125111625	4.153316214	4.839326212	4.596580071	4.820764104	4.846641819
NDRG3	5.372637093	6.130919155	5.942081276	5.658737067	5.634752059	5.282647065	5.89587989	6.487211404	5.485555503	6.075581361	5.537841405	5.132875324	5.547953087	5.189030022	5.093208453
TRPC6	2.156982348	2.064132042	2.160011609	2.284878207	2.358661504	2.638621386	2.122069639	1.985232239	1.970551068	1.960996246	2.087082106	2.172504498	2.0871386	2.516428172	2.331891754
DNAJC22	2.574847977	2.477206173	2.628888429	2.574847977	2.673937956	2.576247555	2.859947475	2.55245808	2.420650625	2.412225362	2.641262461	2.850470259	2.463372004	2.843340894	2.80344137
SLC37A4	4.304276299	4.04927085	4.03736049	4.058122612	4.233541888	4.35266974	3.839811638	3.745999834	3.956396387	3.745999834	4.217127938	4.024093152	4.077239236	4.058122612	4.470203487
AC233289.1	2.271161667	1.861243646	2.142519028	2.493964021	2.12467829	2.29073132	2.378067628	2.069785724	2.135567183	2.121393045	2.086739682	2.334459997	2.091266663	2.42262042	2.189977181
ENO1	6.567459536	7.666580451	6.869004872	6.719784128	6.932535266	5.770583736	6.407247456	7.706686391	7.336552677	6.671635175	7.333123926	5.562816317	5.887174084	4.836302958	5.034652766
MYO9B	3.752767521	4.019245543	4.173126932	3.514506607	3.756812188	3.89038367	4.261640167	4.563491923	3.831818275	3.930359836	3.957467342	3.879217759	3.753124044	3.734015966	3.952856089
RPS14	2.860647263	2.509918248	2.682255157	2.778156255	3.381135988	2.580716694	2.948045053	2.692624816	2.46026396	2.457876317	2.456776585	2.791317565	2.422425796	3.083287796	2.784877313
NBN	2.017077313	2.689005307	1.929779876	1.67004826	1.889915705	2.019422452	2.036833471	3.851489008	2.644383591	2.476314502	2.477285044	2.78022389	2.02476194	1.46071227	1.72448262
RBBP4	4.700856949	5.404758514	5.107310874	5.043718076	4.761360687	5.116170388	4.355344443	4.344161682	6.140394207	4.901537309	5.632393574	4.175562218	5.022619991	4.729575316	4.484173859
OR2F2	1.747924569	1.656669521	1.60815115	1.758885009	1.697218225	2.033607156	1.72053901	1.452561614	1.612453678	1.683168209	1.70700356	1.765601473	1.78307667	1.849104273	2.042777074
ADRB3	3.425471289	3.048236911	3.614825467	3.378559364	3.562108651	3.378559364	3.474546296	2.860841233	3.031759592	3.009959104	2.868662565	3.614051102	3.289430046	3.666748359	3.74768355
ADCY10	2.681601157	2.127068337	2.738517386	2.572810767	2.473060439	2.89370627	2.645019911	2.061438083	2.191055194	2.54954222	2.353691965	2.371202959	2.111840432	2.924284324	2.448604328
AL031119.1	1.560009205	1.428517084	1.813983033	1.599048519	1.591442036	1.61160728	1.578398114	1.479328566	1.394342953	1.524349793	1.395775766	1.646482024	1.562424096	1.563856733	1.567322728
OR1F2P	3.143250367	2.573508934	2.820773022	2.777067415	2.989970398	2.845678899	3.183811911	2.592233375	2.805377208	2.780545549	2.676267531	3.081712679	3.035542023	3.541244437	3.030523662
VPS26C	2.851344793	2.901839947	2.770628791	3.031846196	2.942077175	3.271023544	2.904982594	3.251597899	2.724792887	2.847500764	3.164798338	2.901839947	2.590679635	2.599433061	2.945707378
FOXJ3	2.277527255	2.122069639	2.089397176	2.122069639	2.122069639	2.29073132	1.987735969	2.046161389	2.048958958	2.077293516	2.032278397	2.131718096	2.122069639	2.350545368	2.203985899
COL7A1	4.503550862	3.803663758	4.173126932	4.147831845	4.57175734	4.394530041	4.545217799	3.770744853	4.173126932	4.138308878	4.202650139	4.676605489	4.552202838	4.959969486	4.890029533
AC004692.1	4.582118408	5.082035561	5.322551253	5.007954681	4.533592407	4.644366534	5.004560468	4.755051507	5.482895519	5.03358524	5.778001798	4.832398667	5.128521615	5.335745506	5.204632793
CDC37P2	3.172148706	2.977197164	3.044102533	2.942800569	3.468913294	3.31526183	3.182149465	3.0985181	2.535808406	3.189947675	2.963408291	3.449320954	2.928544851	3.300429374	3.210728723
KLK13	3.958504808	3.291493874	3.62971645	3.600651189	3.888153139	3.780804716	4.072231323	3.344912845	3.354445632	3.356025777	3.019271684	4.302655785	3.70314632	3.860814911	3.932545003
OR7A10	2.110398585	1.716037107	2.185504661	1.872842005	1.947053161	1.78408282	1.987735969	1.987735969	1.987735969	1.72862752	1.81330034	2.055273715	2.13895317	2.530277693	2.301305391
HERC2P2	3.740258284	4.28287168	3.602711081	3.657756589	3.36674282	3.186915473	3.291884544	2.955279834	5.088006852	4.001875043	3.595270431	3.82537406	4.133632512	3.796946957	3.721339787
CYP4A11	1.938956546	1.844049678	2.385121633	1.938939765	1.938939765	2.305045678	1.854627571	1.921694954	1.73636775	1.921671927	1.85594998	1.938939765	2.182139009	2.459596295	1.827025244
IGHV3-72	2.121120244	2.856753304	2.315720169	2.269355632	2.480043136	2.280985458	2.586769357	2.146933231	5.173849676	2.369208807	2.480043136	2.841425432	2.810661007	2.287109329	2.177798654
AL024509.2	4.957946438	4.638397868	4.961094964	5.360645634	5.204608911	5.598172933	5.263745575	4.313979767	4.507578524	4.792046551	4.395231698	5.332390386	4.708340148	5.064212989	5.008313318
KRT3	2.937511067	2.338398169	2.686608264	2.94057561	2.768876682	2.778982571	3.022704197	2.492910527	2.64869455	2.420646634	2.341823527	3.299210768	2.681717806	3.067755178	3.000194779
ELOCP28	2.030074965	1.974963566	1.798931568	1.84745097	1.844424128	1.990752911	1.785451024	1.733553982	1.69513105	1.663437625	1.758251987	1.860601649	1.939500546	1.853472283	1.934837958
LINC01399	4.749206321	3.942873146	4.173126932	4.856694151	4.173606233	4.217486279	4.178655383	4.248195005	4.840489126	5.284878416	4.289404165	4.341088357	4.488816268	4.208119222	4.250493249
CTAGE11P	2.670179365	2.46302	2.578918452	2.797821672	2.965282058	3.182091879	2.957791624	2.716145174	2.416121662	2.383393826	2.465691238	3.230987805	2.816925765	3.15761647	3.225505208
KRT18P44	2.655553827	2.396473277	2.650804368	2.618193804	2.435873253	2.582220667	2.613949255	2.459574205	2.433301545	2.344695897	2.511015171	2.823241171	2.585231233	2.430439715	2.511015171
OR2J3	1.957197989	1.560009205	1.883089438	1.959459417	1.877143919	2.102431195	1.942100077	1.729152939	1.709443055	1.867774382	1.844153119	2.299813518	1.883089438	1.883089438	1.82272462
RPS10P2	2.588556619	2.534392522	2.708541055	2.784650134	2.810027384	2.552561612	2.613521919	2.585652174	3.101674786	2.616368333	2.622547834	2.722021949	2.615621741	2.881963124	2.918728954
AL021877.1	1.982900264	1.689983225	1.858626843	1.894441315	1.877143919	1.671305453	2.028774986	1.837690997	1.883089438	1.629774233	2.03415825	2.265468007	1.778354616	1.801482875	2.112767861
CTAG2	2.503540371	2.012873938	2.459188478	2.687135261	2.527250458	2.85842597	2.591664421	2.198374122	1.685003675	2.429203008	2.033081055	2.598966268	2.5321595	2.459188478	2.634672593
AL024509.3	1.847551753	1.154941701	1.308254132	1.331226365	1.316484588	1.404580178	1.488199815	1.475622195	1.687453021	1.419807236	1.537143146	1.554219845	1.552677882	1.580560022	1.37477726
GOLGA2	4.030032445	3.588747158	4.180906715	4.058122612	4.164776403	3.900075469	4.404935116	3.464644662	3.523816082	3.594282403	3.69364004	4.129986614	3.839941592	4.125044913	3.959682286
AC008394.1	2.927279961	2.710341059	3.174833814	2.923304026	2.865306452	3.433340043	3.182149465	2.629556356	2.616385233	3.177606827	2.927279961	2.986705455	2.834394815	2.960709467	2.774706034
AL034369.1	1.819617461	1.35408266	1.424621308	1.546704287	1.607207834	1.492454748	1.590171629	1.453385152	1.423164856	1.397782985	1.403962486	1.671315334	1.459707706	1.58150609	1.816066254
FDPSP5	1.900069311	1.900069311	1.875188488	1.859951263	1.880175713	1.766366275	1.844182923	1.699292749	1.765029571	1.833216125	1.774042111	1.87308059	1.912842299	1.854558431	2.299246359
AL512635.1	1.591442036	1.33298357	1.259075	1.574661239	1.812036448	1.824696486	1.50351839	1.41979847	1.365047997	1.489955707	1.499487666	1.417330099	1.568488164	1.824078799	1.516265199
PPIAP21	3.245908512	3.377715968	3.131110132	3.209298848	3.284969693	3.445761681	3.029223983	3.446840981	3.182514795	3.560972423	3.209298848	3.160737336	2.613998459	3.074701682	2.918728954
RPL35P8	4.206675348	3.801513049	4.42581971	3.727110481	3.801513049	3.775376236	4.23828551	3.73479429	4.317463939	3.849612013	3.996078113	4.465332239	4.586844552	4.663140063	4.596975949
ARHGEF15	4.721489544	4.348237435	4.785467934	4.803688835	4.698885934	5.047574627	4.842880914	4.206497687	4.332770808	4.3989116	4.552855159	4.770885946	4.654413276	4.724197773	4.929089152
PRICKLE3	2.794098616	2.376647917	2.599142655	2.371502458	2.593532334	2.016700716	2.888383391	2.586255358	2.568734668	2.476139551	2.478636343	2.618266495	2.389315883	2.69689521	2.768876682
KRT19P2	3.389793707	2.387986568	2.784168405	2.675564822	2.644585728	2.7697182	3.043438999	2.460387413	2.294396421	2.522652246	2.338117397	3.221182878	2.627580758	2.767302844	2.800111195
KRT8P17	2.134223308	1.903179653	1.915217311	2.019786539	1.87331342	1.930985651	1.901719767	1.863121143	1.915217311	1.776624999	1.848004082	1.935672806	2.065958463	1.915217311	2.255964629
AC234779.1	3.252350272	2.947457389	2.945365401	3.186473967	2.981990238	3.14409672	3.670239175	3.364395934	3.218778566	3.321260964	2.837339922	3.370617927	3.335290467	3.284685649	3.478961671
HNRNPA1P37	1.741715405	1.499660421	1.751002216	1.836803787	1.750696952	1.800894271	1.62034461	1.732848558	1.731275917	1.749668839	1.578627136	1.577849136	1.629932946	1.95712109	1.710625704
AL022313.1	4.252414689	4.352870543	4.250031762	4.119975421	4.252414689	3.967247864	4.398776126	4.286248381	4.092511558	4.088308685	3.93279566	5.256765966	4.063745789	4.565505119	4.484750673
AL022313.1	2.351923203	2.346438114	2.475549574	2.507692014	2.625324763	2.408257024	2.353691965	2.247055347	2.220901696	2.398260183	2.353691965	2.591079347	2.502613125	2.610453254	2.482404858
PGK1	8.947090597	9.19996246	8.324308375	8.901325907	8.70526359	8.148290685	8.633886951	9.312357583	8.788225013	9.08143068	8.666033023	8.553602322	7.943093196	7.284897817	6.963774103
AC092552.1	2.95759708	2.948696466	3.226959677	3.290184593	3.508584796	3.06668943	3.493025142	2.675068121	2.764978902	2.884040864	2.950081759	3.143667684	2.974298402	2.933132211	3.002745559
DNAJC16	5.315254469	4.981907963	5.44820093	5.606105164	5.60053262	5.773618993	5.39345756	4.991321656	5.213311428	5.239289041	5.301791132	5.423314355	5.423314355	5.629395504	5.586108972
NCAM1	2.030074965	1.943752629	2.065937216	2.371465364	2.320927935	2.435809116	2.288339101	2.142295996	1.998322827	2.212439155	1.823887198	2.46259764	2.19257067	2.674453984	2.335751553
PRKAR1AP1	4.286180331	3.690982569	4.077330921	4.005718545	4.040317376	4.207163883	3.94748412	3.808982442	3.617595156	3.935126993	3.791734484	4.106638748	4.005718545	4.29512808	4.068937721
HLA-DRB6	5.917189576	6.271050101	6.122855991	5.812638588	5.617066922	5.473195353	5.116297419	5.277008335	5.812638588	5.842992105	5.766501584	5.689824801	6.413456399	6.12450613	6.22034256
RPL22P22	3.202840286	2.587698034	3.078034651	2.828783409	2.828881308	2.455273895	2.493724156	2.466690327	2.852555054	2.646666829	2.80107531	3.080931281	3.152115001	3.004775512	3.061537953
AL031313.1	1.905085226	1.799328876	1.900069311	1.991006796	2.102278668	1.991006796	2.058859761	1.826628346	2.546548488	1.998578202	2.236230865	1.976406291	2.084495103	2.067055308	1.880939481
PRAMEF5	2.930640622	2.499971122	3.226709992	2.986589999	2.919085957	3.479234277	3.078001673	2.688780591	3.077208308	2.967314086	2.914526766	3.39995754	3.2192172	3.601915691	3.601745692
CTNNA1P1	3.12615047	2.98663701	3.273616986	3.258889771	3.236588347	3.591875757	3.357774856	3.017974823	2.897026736	3.196724159	3.094950906	3.689711866	3.08460393	3.602411177	3.203488646
ZHX3	3.325872977	3.184138007	3.208419029	3.258889771	3.240184868	3.395731638	3.324364846	2.98783113	3.000146852	3.045155098	3.258889771	3.629060874	3.332870103	3.483747729	3.463524409
ATP5MC2P1	2.110631065	1.731773506	1.963839704	1.883089438	2.113432783	1.889814059	2.122069639	1.95055441	2.302236497	1.739569374	1.963839704	1.963839704	1.963839704	1.968144722	2.01891277
FUS	4.713687544	4.713687544	4.640091143	5.122012345	4.585790396	5.110340036	4.743009852	4.520922143	4.723242366	4.547307	4.956342823	4.714997071	4.617979571	4.326592508	4.710679238
IL15	1.763713981	1.680840403	1.912747307	1.743266346	1.668453152	2.142197835	1.692844154	1.757412599	1.757138149	1.92087797	1.661378147	1.841902696	1.763713981	1.692844154	1.763713981
MDM2	3.425471289	3.384990623	3.516836138	3.394084251	3.258704959	3.736888895	3.288464896	3.668843182	3.584078634	3.473318556	3.420447326	3.419211087	3.876027966	3.764306899	4.008333893
TRGV5P	3.350387609	3.090630645	3.348712106	3.525066955	3.351524679	3.657909883	3.601332251	2.77705751	3.384164981	3.355175159	3.341877905	3.811555684	3.95343392	3.966611624	3.843493065
Z93929.1	1.525759799	1.511697382	1.608193063	1.525759799	1.497941765	1.676238776	1.786682257	1.44685247	1.557186792	1.481235696	1.437147879	1.49163121	1.548842419	1.845471177	1.525759799
SIRPB3P	3.203602268	3.268449526	3.24153866	2.959130655	3.196994724	3.198396028	3.286838435	3.056154616	3.268449526	2.926437939	3.274868643	3.723676061	3.364475506	3.309545441	3.899634526
NTRK3	4.654806773	3.992130744	4.65538828	4.549425912	4.460521112	4.721059418	4.963500626	4.029757287	4.230731825	4.400732127	4.062210857	5.519198721	5.079528333	5.304699985	5.134032742
IGKV1OR2-108	5.947805877	7.904254786	5.887534911	6.656939767	6.193053191	5.926167307	5.29288105	5.515254267	9.349964097	6.389918832	7.319908249	6.117999989	5.978152293	5.643813053	5.68319217
RPL10P2	6.879734439	6.840448145	7.413299649	7.080837185	6.907116617	6.720267459	6.057310606	6.535682622	7.457062596	6.591541815	7.16931174	6.218677989	7.419402957	7.559568947	7.38458343
ADD3-AS1	1.862505127	1.616035168	1.471529529	1.723486492	1.815290625	1.818218302	1.782560862	1.588171982	1.563116692	1.88403608	1.501650794	1.764666878	1.617411854	1.853480193	1.763713981
TRGV4	4.714775222	4.108575269	4.690005888	4.769912294	4.404674082	4.188200163	4.591798449	4.127376103	4.006502765	4.398621628	4.01678841	4.839653707	4.804254321	4.683727971	4.428925648
CLIC1P1	4.440895559	4.513920138	4.454983587	4.462970459	4.571364596	4.81650129	4.3340316	4.518831523	4.535486543	4.49254315	4.761355721	4.705951487	4.570866199	4.705635636	4.945085626
